SMILES,TITLE
Cc1nc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1C,red_amination_1-0
N#Cc1nc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cs1,red_amination_1-1
CC(C)(C)OC(=O)NC1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)COC1,red_amination_1-2
COc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)occc1=O,red_amination_1-3
COC(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccn1,red_amination_1-4
Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(-c2ccnn2C)n1,red_amination_1-5
CS(=O)(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCC1,red_amination_1-6
NS(=O)(=O)c1csc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1,red_amination_1-7
Cn1nnc2cccc(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)c21,red_amination_1-8
COc1ncncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-9
CNC(=O)COc1ccccc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-10
Cc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1,red_amination_1-11
Cc1nn(CCO)c(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-12
COC(=O)c1sncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-13
Cn1nc2c(c1CNc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)COCC2,red_amination_1-14
O=C1COc2ccc(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc2N1,red_amination_1-15
CCc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cnn1C,red_amination_1-16
CC(C)n1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1,red_amination_1-17
COCCCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-18
Cn1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1,red_amination_1-19
COCCCn1nccc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-20
CS(=O)(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1,red_amination_1-21
CCn1nnc(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-22
Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C#N,red_amination_1-23
O=C(NCCOc1cc(Cl)cc(NCc2ccc(OCCO)nc2)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-24
Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n(C)c1=O,red_amination_1-25
Cc1cn(C)nc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-26
O=C(NCCOc1cc(Cl)cc(NCCN2C(=O)COc3ccccc32)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-27
CCc1c[nH]c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1,red_amination_1-28
Cc1coc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1,red_amination_1-29
O=C(NCCOc1cc(Cl)cc(NCCCN2CCOC2=O)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-30
Cn1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1=O,red_amination_1-31
Cn1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cnc1C#N,red_amination_1-32
O=C(NCCOc1cc(Cl)cc(NCc2cnco2)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-33
O=C(NCCOc1cc(Cl)cc(NCc2cnn(CCO)c2)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-34
O=C(NCCOc1cc(Cl)cc(NCc2c[nH]c(=O)[nH]c2=O)c1)c1cc(=O)[nH]c2ccccc12,red_amination_1-35
COCC1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1,red_amination_1-36
Cc1nnn(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1,red_amination_1-37
